,Tweets
729,"I hope this Ramazan people will open their hearts &amp; donate generously to SKMTH for treatment of poor cancer patients. Challenge for SKMTH now even greater as poor patients provided treatment at SKMTH in Lhr &amp; Peshawar, Construction of Pak's 3rd &amp; biggest SKMTH in Khi also ongoing"
730,میں گزشتہ شب اسلام آباد میں منعقدہ خیراتی افطار میں شوکت خانم میموریل ٹرسٹ ہسپتال کیلئے 20 کروڑ روپے کی خطیر رقم عطیہ کرنے والے معاونین/ڈونرز کا تہہ دل سے مشکور ہوں۔
731,سرطان میں مبتلا بیٹی کی رحلت پر میں آصف علی اور انکے اہلِ خانہ سے تعزیت کا اظہار کرتا ہوں۔ میری دعا ہے کہ اللہ رب العزت انہیں یہ عظیم صدمہ برداشت کرنے کی ہمت عطا فرمائیں۔
732,I want to thank the donors at the Islamabad SKMTH fundraising iftar last night where  a record Rs 20 crores was raised.
733,My condolences and prayers go to Asif Ali &amp; his family on the passing of his daughter from cancer. May Allah give them strength to bear such a precious loss.
734,میں شوکت خانم کے خیراتی افطار میں آج رات 20 کروڑ روپے بطور عطیات دیکر پچھلے تمام ریکارڈ توڑنے والے ڈونرز کا تہہ دل سے شکریہ ادا کرنا چاہتا ہوں۔ زکوٰۃ کی مد میں اکٹھی ہونے والی رقم صرف اور صرف سرطان (کینسر) میں مبتلا مریضوں کے مفت علاج پر خرچ کی جاتی ہے۔ https://t.co/3KT2RXkxf3
735,I want to thank all the donors at SKMT fundraising iftar for breaking all previous records and donating Rs 20 crores tonight. All zakat donations are only used to give free treatment to the cancer patients.
736,آج صبح داتا دربار کے باہر ہونے والے دہشت گرد حملے کی شدید مذمت کرتا ہوں۔ پنجاب حکومت کو زخمیوں اور متاثرہ خاندانوں کیلئے ہر قسم کی معاونت یقینی بنانے کی ہدایت کی ہے۔
737,Strongly condemn the terror blast outside Data Darbar this morning. Have asked Punjab govt to provide all assistance to the injured &amp; families of victims.
738,آج 4 مئی، ٹیپو سلطان کا یوم شہادت ہے۔ ٹیپو سلطان وہ ہستی ہے جس نے غلامی کی زندگی پر آزادی کو ترجیح دی اور اسی کیلئے لڑتے لڑتے اپنی جان قربان کردی۔ ٹیپو سلطان سے میری الفت کی بھی یہی وجہ ہے۔
739,Today 4th May is the death anniversary of Tipu Sultan - a man I admire because he preferred freedom and died fighting for it rather than live a life of enslavement.
740,جو جھوٹی خبریں پھیلاتے ہیں ان کیلئے: https://t.co/lToeVPqsAZ
741,For those who keep spreading fake news: https://t.co/e2ccNIKrTn
742,میری تمام تر دعائیں اور ہمدردیاں شمالی وزیرستان کے علاقے الواڑہ میں قابل مذمت دہشت گرد حملہ پسپا کرتے ہوئے جام شہادت نوش کرنے والے تین جوانوں کے اہل خانہ کیساتھ ہیں۔ دہشت گردی کے ناسور کو جڑ سے اکھاڑنے کی کوششوں کے دوران جگر آزمانے اور قربانیاں دینے والے جوانوں کو ہمارا سلام۔
743,My condolences &amp; prayers go to the families of our 3 soldiers martyred while repulsing condemnable terrorist attack in Alwara area of N Waziristan. We salute the bravery &amp; sacrifices of our soldiers in combating terrorists.
744,آج ہم پاکستان کی ریاستِ مدینہ کے اصولوں پر تشکیل کے حتمی مرحلے میں داخل ہوچکے ہیں جس میں رحم، عدل و انصاف اور تکریمِ آدم سے آراستہ سماج میسر آئے۔ https://t.co/Nf23SCHCR8
745,کارزارِ سیاست میں 15 برس کی ریاضت کے بعد میرا پیغام لوگوں کے دلوں میں اترنے لگا۔ اپنی تحریک کو انتخابی میدان میں مقابلے کی استطاعت رکھنے والی جماعت کی صورت میں ڈھالنے کیلئے مجھے مزید 7 برس کی صبر آزما مشقت اٹھانا پڑی۔ https://t.co/ksJ4R7IkfA
746,آج تحریک انصاف کا 23واں یوم تاسیس ہے۔ ہماری جدوجہد، آزادی کے بعد سے اب تک کسی بھی جماعت سے بڑھ کر ہے جو 3 مراحل سے گزری۔ کرپشن اور سٹیٹس کو سے نبرد آزما ہونے اور یہ سمجھانے کیلئے کہ انسانوں کی تعمیر کے ذریعے ہی قوم ترقی کرتی ہے، پہلے مرحلے میں عوام کو تبدیلی کیلئے تیار کیا گیا۔
747,"3/3 And now we have entered the final phase: to build Pakistan on the principles of Riyasat-i-Madina -  a society based on justice, compassion and the dignity of our human beings."
748,2/3 It took 15 years in the  political wilderness before my message penetrated amongst the masses. It took another 7 years to convert our movement into a party capable of fighting elections.
749,Today is PTI's 23rd Anniv. Our struggle has been the greatest of any party since Independence &amp; gone thru 3 phases: 1st phase was mobilising ppl on our msg for change; to fight corrupt status quo &amp; make ppl aware that a nation only progresses by developing its Human Resources 1/3
750,ایسٹر کے موقع پر سری لنکا میں خوفناک دہشت گرد حملے اور اسکے نتیجے میں ہونے والے قیمتی جانوں کے ضیاع کی شدید ترین الفاظ میں مذمت اور سری لنکن بھائیوں سے دلی ہمدردی و تعزیت کا اظہار کرتا ہوں۔ غم اور دکھ کی اس گھڑی میں پاکستان سری لنکا کے ساتھ ہے۔
751,Strongly condemn the horrific terrorist attack in Sri Lanka on Easter Sunday  resulting in precious lives lost &amp; hundreds injured. My profound condolences go to our Sri Lankan brethren. Pakistan stands in complete solidarity with Sri Lanka in their hour of grief.
752,Wishing all our Christian citizens a happy Easter.
753,مجھے فخر ہے کہ پاکستان میں لاہور کے شمال میں واقع یہ ہسپتال جدید ترین سہولیات سے مزین ہے اور افغانستان سے بھی مریض علاج کیلئے ادھر کا رخ کررہے ہیں۔ اس شعبے کا قیام شوکت خانم کے دوسرے مرحلے کی تکمیل ہے۔ 2020 تک سرجری کی سہولت فراہم کرنے کے تیسرے مرحلے پر بھی تیزی سے کام جاری ہے۔ https://t.co/b0nKUqL8rl
754,آج میں نے شوکت خانم میموریل کینسر ہسپتال اینڈ ریسرچ سنٹر پشاور میں کلینیکل اینڈ ریڈی ایشن اونکالوجی کے نئے شعبے کا افتتاح کیا۔ یہ شعبہ عالمی معیار کے ہائی انرجی ویرین لینئر ایکسلریٹرز اور کل وقتی 4-D سی ٹی سائمولیٹر سے آراستہ ہے۔ https://t.co/h08TTZQ5YN
755,Am so proud that this is the best facility with latest equipment in Pak north of Lahore. Patients from Afghanistan also coming here for treatment. This marks completion of 2nd phase of SKMCH &amp; Research Centre. 3rd phase work ongoing to provide surgical services by 2020 InshaAllah https://t.co/aCS8i0KPA7
756,"Today I inaugurated the new Dept of Clinical &amp; Radiation Oncology at SKMCH &amp; Research Centre, Peshawar. It is  equipped with two state-of-the-art, high energy Varian linear accelerators &amp; a dedicated 4-D CT simulator. https://t.co/gz7C7TSeKj"
757,منی لانڈرنگ میں ملوث افراد کیساتھ روا رکھے جانے والے برتاؤ اور سوال پوچھے جانے پر انکے ردعمل (جس انداز میں وہ غصے سے لال پیلے ہوجاتے ہیں) سے اس کہاوت میں پوشیدہ صداقت صاف جھلکتی ہے۔ https://t.co/ICTvt8YZQP
758,The truth of this saying is reflected clearly in the way money launderers are treated and the way they behave with indignation when questioned. https://t.co/6rGkKuhZch
759,ہزار گنجی،کوئٹہ میں معصوم شہریوں پر دہشت گرد حملہ نہایت المناک ہے جس کی شدید ترین الفاظ میں مذمت کرچکا ہوں اور فوری تحقیقات کیساتھ عوام کی سیکیورٹی بڑھانے کی ہدایات جاری کی جاچکی ہیں۔ میری تمام تر ہمدردیاں متاثرہ خاندانوں کیساتھ ہیں اور میں زخمیوں کی جلد شفایابی کیلئے دعاگو ہوں۔
760,Deeply saddened &amp; have strongly condemned the terrorist attack in Hazarganji market area of Quetta targeting our innocent people. I have asked for an immediate inquiry &amp; increased security for the ppl. Prayers go to the families of the victims &amp; for early recovery of the injured.
761,"بڑے پلاٹوں کی نیلامی کے نتیجے میں سی ڈی اے کو 11.28 ارب روپے کا تاریخی منافع حاصل ہوا۔ اس سے دو حقائق نکھر کرسامنے آئے۔ 
 
اول: یہ پاکستانی معیشت کے مستقبل پر اعتماد کا اظہار ہے۔
 
دوم: عدم شفافیت اور کرپشن کے باعث ماضی میں کتنا پیسہ ضائع ہوا۔"
762,"CDA's biggest plots' auction results in highest ever return for CDA - Rs 11.28 bn. This highlights 2 imp facts: One, it is a vote of confidence in future of Pakistan's economy; two, it reveals how much money has been lost in the past because of non-tranparent, corrupt practices."
763,جب بھارت و اسرائیل میں رہنما محض ووٹوں کیلئے اخلاقی دیوالیہ پن میں کمشیر/مغربی پٹی پر عالمی قوانین، سلامتی کونسل کی قراردادوں اور اپنے آئین کے برعکس قبضہ جمائے رکھنے کا نعرہ لگاتے ہیں تو کیا عوام کو غصہ نہیں آتا اور وہ ان سے پوچھتے نہیں کہ انتخاب جیتنے کیلئے آخر کس حد تک جاؤ گے؟
764,"When ldrs in Israel &amp; India show a moral bankruptcy in their readiness to annex occupied West Bank &amp; IOK in defiance of int law, UNSC resolutions &amp; their own Constitution for votes, don't their ppl feel a sense of outrage &amp; wonder how far they will go simply to win an election?"
765,میں غربت میں کمی کے ترجیحی منصوبے ''احساس'' سے متعلق پالیسی بیان جاری کرنے پر خوش ہوں۔ ہم خصوصی توجہ کے حامل 4 شعبوں اور 115پالیسی اقدمات پر مبنی اس منصوبے کے تحت عدم مساوات میں کمی، عوام پر سرمایہ کاری اور پسماندہ اضلاع کی تعمیر کیلئے اقدامات اٹھائیں گے۔ https://t.co/Ue20Gaw3aC
766,"I am pleased to release my policy statement on #Ehsaas, my priority poverty reduction programme with its 4 focus areas and 115 policy actions to reduce inequality, invest in people, and uplift lagging districts https://t.co/Ue20Gaw3aC"
767,ہم غیر معمولی سیلاب میں گھرے ایرانی عوام کیلئے دعاگو ہیں اور ان کیلئے ضروری امدادی سامان بھجوانے کیلئے تیار ہیں۔
768,Our prayers go to the people of Iran as they deal with unprecedented flooding. We stand ready to provide any humanitarian assistance required.
769,"نبی مہربان صل اللہ علیہ وسلم کا فرمان ہے کہ: 

""تم سے پہلے بہت سی قومیں تباہ ہو گئیں جہاں طاقتور کیلئے ایک اور کمزور کیلئے دوسرا قانون تھا"""
770,"Our Prophet PBUH said: ""Many nations before you were destroyed where there was one law for the powerful and another for the weak”."
771,سچ ہی کو دوام اور صداقت ہی بہترین حکمت عملی ہے۔ امریکی دفاعی حکام کی تصدیق کے بعد کہ پاکستانی بیڑے میں سے ایک بھی F-16 جہاز کم نہیں، پاکستان کا F-16 طیارہ گرانے کا بھارتی دعویٰ بے نقاب ہوگیا اور جنگی جنون کو ہوا دے کر انتخاب جیتنے کی بھارتیہ جنتا پارٹی کی کوشش بھی ناکام ہوگئی۔
772,قومی اور صوبائی سطح کے ہمارے منتخب نمائندے اپنے اپنے علاقوں میں قائم پناہ گاہوں کے دورے کریں اور وہاں مقیم افراد کے ساتھ کھانا کھائیں۔ اس سے انہیں معاشرے کے نچلے طبقے کو درپیش مسائل سمجھنے میں مدد ملے گی۔ میںِ خود بھی غربت کے خاتمے کے خلاف جہاد کی تاثیر کی نگرانی کروں گا۔
773,The truth always prevails and is always the best policy. BJP's attempt to win elections through whipping up war hysteria and false claims of downing a Pak F 16 has backfired with US Defence officials also confirming that no F16 was missing from Pakistan's fleet.
774,Our prov &amp; fed elected reps must visit Panah Gahs in their areas &amp; share a meal with the people using them. This will sensitise them to issues faced by the bottom tier of our society. In the coming months I will personally monitor effectiveness of our poverty alleviation jihad
775,آٹزم سے آگاہی کے عالمی دن کے موقع پر آج دنیا نہ صرف آٹزم کو پہچان رہی ہے بلکہ اس میں مبتلا افراد کی صلاحیتوں کا اعتراف بھی کیا جارہا ہے۔میں والدین/اساتذہ کو یقین دلاتا ہوں کہ آٹزم کے شکار افراد کی بہبود کی حکمت عملی لائیں گے اور انہیں اپنی صلاحیتیں بروئے کار لانے کا موقع دیں گے۔
776,Today on #WorldAutismAwarenessDay there is global recognition not only of Autism but also the immense potential of persons with Autism. I want to assure parents &amp; teachers we will have a policy that ensures welfare of persons with Autism &amp; allows them to realise their potential.
777,ترکی کے مقامی انتخابات میں ایک اور اہم فتح سمیٹنے پر میں پاکستان کے دوست رجب طیب اردگان کو دلی مبارکباد پیش کرتا ہوں۔ اہلِ پاکستان دعاگو ہیں کہ اللہ پاک انہیں مزید کامیابیاں عطا فرمائیں۔
778,I am delighted to congratulate friend of Pakistan Recep Tayyip Erdogan on another important victory in the Turkish local elections. The people of Pakistan wish him many more successes.
779,بھکر میں پیش آنے والے حادثے میں نوجوان زندگیوں کا ضیاع نہایت صدمہ انگیز ہے۔ سکول سے واپسی کے دوران 6 بچیاں اور انکا رکشہ ڈرائیور حادثے کی نذر ہوگئے۔ میری تمام دعائیں اور ہمدردیاں متاثرہ خاندانوں کے ساتھ ہیں۔
780,Terrible loss of young lives in the accident in Bhakkar which killed 6 girls returning from school &amp; their rickshaw driver. My prayers &amp; condolences go to the families of the victims.
781,قبائلی علاقوں (جنہیں فاٹا کے نام سے جانا جاتا تھا) کی قومی دھارے میں شمولیت کے حوالے سے ایک اور وعدہ آج پورا ہوا۔ گزشتہ جمعۃ المبارک کو ایک جلسہ عام میں میں نے باجوڑ کے لوگوں سے 3-G سروس کی فراہمی کا وعدہ کیا چنانچہ باجوڑ کی تحصیل خار میں آج سے 3-G سروس کا آغاز کردیا گیا ہے۔
782,Another commitment fulfilled to bring what was FATA into the mainstream. Last Friday in the jalsa I had promised the people of Bajaur 3 G service. Now  3 G  service has been launched in Tehsil Khawar in Bajaur.
783,میں وزیراعظم مودی کے تہنیتی پیغام کا خیر مقدم کرتا ہوں۔ میرا خیال ہے کہ یومِ پاکستان کی خوشیاں سمیٹنے کیساتھ ہم تمام تصفیہ طلب مسائل خصوصاً کشمیر جیسے مرکزی تنازع کے حل کیلئے بھارت سے جامع مذاکرات شروع کریں اور اپنے لوگوں کیلئے امن و خوشحالی کی بنیاد پر نئے تعلقات کا آغاز کریں۔
784,"وزیراعظم مودی کا پیغام موصول ہوا ہے کہ وہ اہلِ پاکستان کو ""یوم پاکستان"" کی مبارکباد پیش کرتے اور انکے لئے نیک تمناؤں کا اظہار کرتے ہیں۔ وقت آگیا ہے کہ برصغیر کے عوام تشدد اور دہشت گردی سے پاک ایک جمہوری، پرامن، ترقی پسند اور خوشحال خطے کیلئے باہم ملکر کام کریں۔ https://t.co/ys41bFwrZQ"
785,پچھلے دو عشروں سے جو میں کہتا آیا ہوں یہ مضمون اسکی تصدیق کرتا ہے۔ ایک مرتبہ اگر ہم نے ایف بی آر کی اصلاح کرلی اور عوام کو یقین دلا دیا کہ انکے ٹیکسوں کا پیسہ کرپٹ اشرافیہ کی چوری کی نذر ہونے کی بجائے انسانوں کی فلاح پر خرچ ہوگا تو پاکستان خوشحالی کی منازل تیزی سے طے کرے گا۔ https://t.co/haVWf4pZlF
786,"I welcome PM Modi's message to our people. As we celebrate Pakistan Day I  believe it is time to begin a comprehensive dialogue with India to address &amp; resolve all issues, esp the central issue of Kashmir, &amp; forge a new relationship based on peace &amp; prosperity for all our people."
787,"Received msg from PM Modi: ""I extend my greetings &amp; best wishes to the people of Pakistan on the National Day of Pakistan. It is time that ppl of Sub-continent work together for a democratic, peaceful, progressive &amp; prosperous region, in an atmosphere free of terror and violence"""
788,"This confirms what I have been saying for two decades. And once we fix FBR  &amp; make people realise that their taxes will be spent on human welfare rather than be stolen by our corrupt elites then Pakistan will rapidly become prosperous.
https://t.co/N5SsLQojwR"
789,جشنِ نوروز منانے والوں کو اس کی خوشیاں مبارک۔
790,A Happy Nauroze to all those celebrating it.
791,یہ عقدہ بھی کھل جانا چاہئیے کہ اللہ اور اسکے رسول صل اللہ علیہ وسلم پر ایمان انسانوں کی کایا پلٹتے ہوئے کیسے انہیں تقویت بخشتا اور محبت آشنا کرتا ہے کہ وہ خود سے اپنے پیاروں کو چھین لینے والے سفاک قاتل اور دہشت گرد کے بارے میں بھی دل میں رحم سنبھال رکھتے ہیں۔ 2/2 https://t.co/OS0XSLMKBG
792,نعیم راشد شہید کی اہلیہ کے ان الفاظ سے عالم اسلام اور غیر اسلامی دنیا سب پر اللہ اور اسکے رسول صل اللہ علیہ وسلم پر ایمان کی حقیقی قوت کا راز کھل جانا چاہئیے۔ 1/2 https://t.co/DHbaVqCe8S
793,"How this faith in Allah and his Prophet PBUH transforms humans into strong &amp; loving beings who can even feel pity for a terrorist, a mass murderer, who took away their loved ones. 2/2 https://t.co/KfrAy8qGv2"
794,For all those within &amp; outside the Muslim world these words of Shaheed Naeem Rashid's wife should make everyone understand the power of faith in Allah &amp; Prophet Muhammed PBUH. 1/2 https://t.co/AmmFngi9HO
795,ہماری ہندو برادری کو امن و مسرت سے مزین ہولی کا رنگوں بھرا تہوار مبارک۔
796,"Wishing our Hindu community a very happy and peaceful Holi, the festival of colours."
797,افغانستان کرکټ ټیم تہ پہ لومړي ځل ټسټ ګټلو مبارکي ورکوم. د افغانستان کرکټ لوبغاړو نړیوالې کرکټ کي دومره لږ وخت کې بریالیتوبونه ترلاسه کړي دي.
798,افغانستان کو ٹیسٹ کرکٹ میں اسکی ٹیم کی پہلی جیت مبارک۔ بین الاقوامی کرکٹ میں قدم رکھنے کے بعد تھوڑے ہی عرصے میں افغان کھلاڑیوں نے یہ زبردست کامیابی سمیٹی ہے۔
799,Congratulations to Afghanistan on their team's first ever win in test cricket. The Afghan cricketers have achieved amazing successes in such a short period of their exposure to international cricket.
800,ایفائے عہد کا زمانہ ہے اور ہم فاٹا (پرانا قبائلی علاقہ) کی تعمیر وترقی کے دس سالہ منصوبے پر سہ ہفتہ مشاورتی عمل باجوڑ سے شروع کر رہے ہیں۔ ہمارے قبائلی بھائیوں کو تاریخی ترقی میسر آئے گی کیونکہ حکومت قبائلی اضلاع میں دس برس تک سو ارب سالانہ سے زائد کے اخراجات کا ارادہ رکھتی ہے۔
801,پاکستان میں پی ایس ایل کے کامیاب انعقاد پر پی سی بی، لیگ منتظمین اور قانون نافذ کرنے والے ادارے مبارکباد کے مستحق ہیں۔ میں کوئٹہ گلیڈی ایٹرز، فرنچائز انتظامیہ اور اپنے دوست ویورچرڈز کو بھی مبارکباد پیش کرتا ہوں۔ آئندہ پی ایس ایل کا پورا میلہ پاکستان میں سجائیں گے۔ انشاءاللہ۔
802,"Congratulations to PCB, all the organisers &amp; security forces for holding a successful PSL extravaganza in Pakistan. Congratulations to Quetta Gladiators &amp; their manager &amp; my friend Viv Richards on their win. InshaAllah, the next PSL will be held entirely in Pakistan."
803,"Living up to our commitment. A 3-week consultative process on 10 yr Dev Plan for former FATA is being initiated, starting from Bajaur. Our ppl in the tribal area will see unprecedented development as Govt plans to spend over Rs100 billion annually for 10 yrs in tribal districts"
804,ہم کرائسٹ چرچ دہشت گرد حملے کی زد میں آنے والے پاکستانیوں کے اہل خانہ کو مکمل معاونت فراہم کرنے کیلئے تیار ہیں۔پاکستان کو میاں نعیم رشید پر فخر ہے جنہوں نے سفید فام دہشت گرد پر قابو پانے کی کوشش میں جام شہادت نوش کیا۔ انکے حوصلے کو قومی انعام کیساتھ یادگار بنایا جائے گا۔
805,We stand ready to extend all our support to the families of Pakistani victims of the terrorist attack in Christchurch. Pakistan is proud of Mian Naeem Rashid who was martyred trying to tackle the White Supremacist terrorist &amp; his courage will be recognized with a national award.
806,"ان بڑھتے ہوئے حملوں کے پیچھے 9/11 کے بعد تیزی سے پھیلنے والا ""اسلاموفوبیا"" کارفرما ہے جس کے تحت دہشت گردی کی ہرواردات کی ذمہ داری مجموعی طور پر اسلام اور سوا ارب مسلمانوں کے سر تھوپنے کا سلسلہ جاری رہا۔ مسلمانوں کی جائز سیاسی جدوجہد کو نقصان پہنچانے کیلئے بھی یہ حربہ آزمایا گیا۔ https://t.co/8RwLCdBM7s"
807,"کرائسٹ چرچ (نیوزی لینڈ) میں مسجد پر دہشت گرد حملہ نہایت تکلیف دہ اور قابل مذمت ہے۔ یہ حملہ ہمارے اس مؤقف کی تصدیق کرتا ہے جسے ہم مسلسل دہراتے آئے ہیں کہ: ""دہشت گردی کا کوئی مذہب نہیں""۔ ہماری ہمدردیاں اور دعائیں متاثرین اور انکے اہل خانہ کیساتھ ہیں۔"
808,I blame these increasing terror attacks on the current Islamophobia post-9/11 where Islam &amp; 1.3 bn Muslims have collectively been blamed for any act of terror by a Muslim. This has been done deliberately  to also demonize legitimate Muslim political struggles. https://t.co/5bBREoayLz
809,"Shocked and strongly condemn the Christchurch, New Zealand, terrorist attack on mosques. This reaffirms what we have always maintained: that terrorism does not have a religion. Prayers go to the victims and their families."
810,پنجاب اسمبلی کی جانب سے اراکین اسمبلی، وزراء خصوصاً وزیراعلیٰ کی تنخواہوں اور مراعات میں اضافے کا فیصلہ سخت مایوس کن ہے۔ پاکستان خوشحال ہوجائے تو شاید یہ قابلِ فہم ہو مگر ایسے میں جب عوام کو بنیادی سہولیات کی فراہمی کیلئے بھی وسائل دستیاب نہیں، یہ فیصلہ بالکل بلاجواز ہے۔
811,"I am extremely disappointed by decision of Punjab Assembly to raise pays &amp; privileges of MPAs, Ministers &amp; esp CM. Once prosperity returns to Pak such a move cld be justified, but now, when we do not have resources to provide basic amenities to all our people, this is untenable"
812,ڈیم فنڈ میں 10 ارب روپے کے عطیات دینے پر میں اہلِ پاکستان کی خوئے سخاوت کو خراج تحسین پیش کرتا ہوں۔ https://t.co/2nAURnR9dk
813,I would like to pay tribute to the generosity of the people of Pakistan for raising Rs 10 billion for the Dams' Fund. https://t.co/9PFbiLYmKk
814,نرسریوں سے لیکر جنگلات تک حکومتی و نجی شعبے کی شراکت سے بلین ٹری سونامی منصوبے کو ہر مرحلے پر غیر معمولی کامیابیاں میسر آئیں۔ اس سے ہمیں دس ارب درخت اگانے کا حوصلہ ملا۔ خیبرپختونخوا کے زیرِ جنگلات رقبے میں 4 فیصد اضافہ ہوا اور ہمیں ماحولیاتی تغیر کے مقابلے میں مدد ملی۔ https://t.co/5FvdCTnhHN
815,"From nurseries to full forest areas, the success of Billion Tree Tsunami has been unprecedented with public &amp; pvt involvement. Has given us confidence to take the initiative to 10 bn trees. KP's forest cover has increased by 4%, contributing to the fight against climate change https://t.co/xFqJpwUq0u"
816,میں نے وزیر اعلیٰ پنجاب کو ہدایت دی ہے کہ نواز شریف کو انکی مرضی کے مطابق علاج فراہم کرنے کیلئے ملک میں موجود تمام ہسپتالوں کی دستیابی یقینی بنائیں۔ وفاقی حکومت جہاں بھی ضرورت پڑے گی معاونت فراہم کرے گی۔ میری دعا ہے کہ انہیں صحتیابی میسر آئے۔
817,I have asked the Punjab CM to ensure that every health facility in the country is made available for Nawaz Sharif to get the treatment of his choice. The federal govt will assist wherever required. I wish him good health.
818,یومِ نسواں کے موقع پر ہم محترمہ فاطمہ جناح کو سلام عقیدت پیش کرتے ہیں جو قیامِ پاکستان کی جدوجہد کے دوران جناب قائد کے ساتھ ڈٹی رہیں۔ ہم خواتین کیلئے محفوظ اور سازگار ماحول فراہم کرنے کے عہد کی تجدید کرتے ہیں تاکہ وہ اپنی اہلیت کے مطابق قومی تعمیر و ترقی میں اپنا حصہ ڈال سکیں۔ https://t.co/VL86CJGMTr
819,"On Women's Day, we pay tribute to Fatima Jinnah who stood steadfastly  beside the Quaid in his struggle for Pakistan. We reaffirm our commitment to ensuring women a secure &amp; enabling environment to play their rightful role in our nation's development. https://t.co/tw71sDT1m0"
820,جھوٹے گواہوں کو سزا دینے کے حوالے سے چیف جسٹس کے بیان کا خیر مقدم کرتا ہوں۔ سچائی کے رخ پر پیش قدمی ہی نئے پاکستان کی جانب سفر ہے۔ قومیں بلند اقدار کے بل بوتے پر ہی عظمت پاتی ہیں۔ تہذیبِ اسلامی جس میں صداقت کو مرکزی حیثیت حاصل تھی، کی بنیادیں ریاست مدینہ میں اٹھائی گئیں.
821,I welcome CJ's statement on punishing those who give false testimony. “Journey towards truth” is a journey towards Naya Pakistan. Nations become great because they have a higher value system. Muslim civilisation's foundation was State of Medina with truthfulness as the core value
822,میں امن کے نوبل انعام کا حقدار نہیں۔ نوبل انعام کا مستحق وہ شخص ہو گا جو کشمیری عوام کی امنگوں کی روشنی میں تنازعہ کشمیر کا حل تلاش کرے گا اور برصغیر میں امن و انسانی ترقی کی راہ ہموار کرے گا۔
823,I am not worthy of the Nobel Peace prize. The person worthy of this would be the one who solves the Kashmir dispute according to the wishes of the Kashmiri people and paves the way for peace &amp; human development in the subcontinent.
824,ہاؤسنگ سوسائیٹیاں ہماری زرعی زمین نگل رہی ہیں جس کے مستقبل میں ہمارے غذائی تحفظ پر نہایت مہلک اثرات مرتب ہوں گے۔ ہم ایسے قوانین بنانے جارہے ہیں جن کے باعث  عالمی معیارات کی روشنی میں اتنی ہی بلند وبالا عمارتیں تعمیر کی جاسکیں گی جتنی دنیا بھر کے شہروں میں کی جاتی ہیں۔ https://t.co/4WvSvlaP4S
825,میرا ویژن ہے کہ مستقبل میں ہمارے شہروں میں عمودی تعمیر کی اجازت دی جائے گی اور سبزہ زاروں کو وسعت ملے گی کیونکہ پاکستان کا شمار ماحولیاتی تغیر کی لپیٹ میں آنے والے ممالک میں ہوتا ہے۔ عمارتوں کا بے ہنگم/بے ترتیب پھیلاؤ رکنے سے شہری آبادی کیلئے سہولیات کی فراہمی بھی سہل ہو جائے گی۔ https://t.co/KFU0S2rEjN
826,"Our arable land is being eaten up by housing societies and has grave consequences for our food security in the future. Also,  we are in the process of making laws to allow buildings, built to international safety standards, to go as high as in other cities across the world. https://t.co/bvKcFpmF1U"
827,My vision for our future cities: to allow buildings to rise vertically &amp; allow for more green spaces as Pak is one of the the most environmentally-threatened countries. Avoiding large sprawling built-up areas will also allow easier provision of amenities to our urban dwellers. https://t.co/pYLgjpeHMc
828,ما نن ہدایات جاری کڑیدی چی رجسٹرڈ افغان مہاجر ین بہ پاکستان کی خپل بنک اکاونٹ پرانستے شی او د نن نہ پس بہ پہ باقاعدہ توگہ ملکی معیشیت کی برخہ اغستے شی۔ دا ہر سہ ڈیر مخکی کول پکار وو۔
829,میں نے آج ہدایات جاری کردی ہیں کہ رجسٹرڈ افغان مہاجرین بنک اکاؤنٹس کھلوا سکتے ہیں اور اب سے باضابطہ طور پر ملکی معیشت میں حصہ لے سکتے ہیں۔ یہ کام بہت پہلے ہوجانا چاہئیے تھا۔
830,I have issued instructions today that Afghan refugees who are registered can open bank accounts and from now onwards they can participate in the formal economy of the country . This should have been done a long time ago.
831,"Crown Prince Mohammad bin Salman won the hearts of the people of Pakistan when he said “consider me Pakistan's ambassador to Saudi Arabia"" in response to my asking him to treat the 2.5 mn Pakistani's working in KSA as his own.
#CrownPrinceinPakistan https://t.co/Xr0E2EWKrK"
832,چیئرمین نیب کو اپنے ادارے میں سے اس شرمناک حرکت کے ذمہ دار عناصر کیخلاف کارروائی کرنی چاہئیے۔ https://t.co/6SzFcLHzVX
833,The NAB Chairman should take action against those in his institution who are responsible for this disgraceful act. https://t.co/kjJvZWrN3o
834,موسمِ سرما میں بارش کی جاری جھڑی پر ہمیں اللہ رب العزت کا شکر ادا کرنا چاہئیے۔ فضائی آلودگی کے تدارک اور سطحِ برف و آب (گلیشیئرز) میں اضافے کے علاوہ ان بارشوں سے ملکی معیشت کو اربوں کا فائدہ پہنچے گا۔ اس سال ہمیں اناج کی فراوانی (Bumper Wheat) بھی میسر آئے گی، انشاءاللہ۔
835,We should all thank Allah almighty for the continuing winter rains that are worth billions to the economy apart from replenishing our water table and glaciers plus countering air pollution. InshaAllah we will have a bumper wheat crop this year.
836,"مسائل کے حل کیلئے عوام سے براہِ راست رابطے کے بندوبست نے وزیراعظم آفس میں قائم میرے ""شکایات سیل"" کی زبردست کامیابی کی راہ ہموار کی ہے۔ https://t.co/GkPA3hD5cE"
837,Creating a direct link with the people to provide for resolution of their problems has led to the incredible success of my complaint cell in the PM Office. https://t.co/xJZWzHykpo
